"";"X";"CODE";"codeplas";"plasnaam";"SBZ";"meetnet";"HabtypeSel";"HabtypeVel";"INSIDE_X";"INSIDE_Y";"LabSampleID";"FieldSampleID";"FieldObserver";"FieldSampleRemark";"FieldSamplingDate";"Component";"LIMSAnalysisName";"Unit";"AquaComponent";"AquaUnit";"ResultNumeric";"ResultFormatted";"ResultFormattedNumeric";"IsBelowLOQ";"IsAboveLOQ";"IsCalc";"categorie";"label";"meetreeks";"seizoen";"ResultCalc";"Locatie";"watertype"
"1554";22734;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";"0";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"PO4 (mg/L)";"<2020";"zomer";0,05;"Pluisven";"Zs"
"1555";22735;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";"4,746506";"4.75";"4,75";FALSE;FALSE;FALSE;"Zs 3160";"Na (mg/L)";"<2020";"zomer";4,75;"Pluisven";"Zs"
"1556";22736;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";"0,071586716";"0.07";"0,07";FALSE;FALSE;FALSE;"Zs 3160";"NH4 (mg/L)";"<2020";"zomer";0,07;"Pluisven";"Zs"
"1557";22737;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";"1,1546";"1.15";"1,15";FALSE;FALSE;FALSE;"Zs 3160";"K (mg/L)";"<2020";"zomer";1,15;"Pluisven";"Zs"
"1558";22738;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";"0,475669939";"0.48";"0,48";FALSE;FALSE;FALSE;"Zs 3160";"Mg (mg/L)";"<2020";"zomer";0,48;"Pluisven";"Zs"
"1559";22739;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";"0,89545967";"0.90";"0,9";FALSE;FALSE;FALSE;"Zs 3160";"Ca (mg/L)";"<2020";"zomer";0,9;"Pluisven";"Zs"
"1560";22740;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"Al";"ICP_MET_HNO3_1";"mg/L";"Al";"mg/L";"0,23";"0.23";"0,23";FALSE;FALSE;FALSE;"Zs 3160";"Al (mg/L)";"<2020";"zomer";0,23;"Pluisven";"Zs"
"1561";22741;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"Fe";"ICP_MET_HNO3_1";"mg/L";"Fe";"mg/L";"0,21";"0.21";"0,21";FALSE;FALSE;FALSE;"Zs 3160";"Fe (mg/L)";"<2020";"zomer";0,21;"Pluisven";"Zs"
"1562";22742;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"Mn";"ICP_MET_HNO3_1";"mg/L";"Mn";"mg/L";"-0,01";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"Mn (mg/L)";"<2020";"zomer";0,05;"Pluisven";"Zs"
"1563";22743;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"S";"ICP_MET_HNO3_1";"mg/L";"S";"mg/L";"2,79";"2.79";"2,79";FALSE;FALSE;FALSE;"Zs 3160";"S (mg/L)";"<2020";"zomer";2,79;"Pluisven";"Zs"
"1564";22744;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"Si";"ICP_MET_HNO3_1";"mg/L";"Si";"mg/L";"0,12";"0.12";"0,12";FALSE;FALSE;FALSE;"Zs 3160";"Si (mg/L)";"<2020";"zomer";0,12;"Pluisven";"Zs"
"1565";22745;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"NPOC";"CN_NPOC_TN_ANAL_W";"mg/L";"NPOC";"mg/L";"7,826666667";"7.83";"7,83";FALSE;FALSE;FALSE;"Zs 3160";"NPOC (mg/L)";"<2020";"zomer";7,83;"Pluisven";"Zs"
"1566";22746;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"T.N";"CN_NPOC_TN_ANAL_W";"mg/L";"TN";"mg/L";"0,86";"0.86";"0,86";FALSE;FALSE;FALSE;"Zs 3160";"TN (mg/L)";"<2020";"zomer";0,86;"Pluisven";"Zs"
"1567";22747;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";"0,038";"0.0380";"0,038";FALSE;FALSE;FALSE;"Zs 3160";"TP (mg/L)";"<2020";"zomer";0,038;"Pluisven";"Zs"
"1568";22748;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";"0,0082";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_105 (g/L)";"<2020";"zomer";0,0125;"Pluisven";"Zs"
"1569";22749;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-002745";"AN_KAL_002";"Marlies Froidmont en Kevin Scheers";NA;2015-06-15;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";"-0,003";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_550 (g/L)";"<2020";"zomer";0,0125;"Pluisven";"Zs"
"1570";24246;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"HCO3";"ALK_TEP_W";"mg/L";"HCO3_TEP";"mg/L";"-1,5616";"<1.22";"1,22";TRUE;FALSE;FALSE;"Zs 3160";"HCO3_TEP (mg/L)";"<2020";"zomer";0,61;"Pluisven";"Zs"
"1571";24247;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";"4,33";"4.33";"4,33";FALSE;FALSE;FALSE;"Zs 3160";"pH_labo (-)";"<2020";"zomer";4,33;"Pluisven";"Zs"
"1572";24248;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";"102,4";"102.40";"102,4";FALSE;FALSE;FALSE;"Zs 3160";"EGV_tit (µS/cm)";"<2020";"zomer";102,4;"Pluisven";"Zs"
"1573";24249;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";"14,97";"14.97";"14,97";FALSE;FALSE;FALSE;"Zs 3160";"Cl (mg/L)";"<2020";"zomer";14,97;"Pluisven";"Zs"
"1574";24250;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";"0";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"NO2 (mg/L)";"<2020";"zomer";0,05;"Pluisven";"Zs"
"1575";24251;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";"0,33";"0.33";"0,33";FALSE;FALSE;FALSE;"Zs 3160";"NO3 (mg/L)";"<2020";"zomer";0,33;"Pluisven";"Zs"
"1576";24252;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";"11,41";"11.41";"11,41";FALSE;FALSE;FALSE;"Zs 3160";"SO4 (mg/L)";"<2020";"zomer";11,41;"Pluisven";"Zs"
"1577";24253;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";"0";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"PO4 (mg/L)";"<2020";"zomer";0,05;"Pluisven";"Zs"
"1578";24254;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";"7,57";"7.57";"7,57";FALSE;FALSE;FALSE;"Zs 3160";"Na (mg/L)";"<2020";"zomer";7,57;"Pluisven";"Zs"
"1579";24255;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";"1,43";"1.43";"1,43";FALSE;FALSE;FALSE;"Zs 3160";"NH4 (mg/L)";"<2020";"zomer";1,43;"Pluisven";"Zs"
"1580";24256;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";"1,24";"1.24";"1,24";FALSE;FALSE;FALSE;"Zs 3160";"K (mg/L)";"<2020";"zomer";1,24;"Pluisven";"Zs"
"1581";24257;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";"0,86";"0.86";"0,86";FALSE;FALSE;FALSE;"Zs 3160";"Mg (mg/L)";"<2020";"zomer";0,86;"Pluisven";"Zs"
"1582";24258;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";"1,87";"1.87";"1,87";FALSE;FALSE;FALSE;"Zs 3160";"Ca (mg/L)";"<2020";"zomer";1,87;"Pluisven";"Zs"
"1583";24259;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Al";"ICP_MET_HNO3_1";"mg/L";"Al";"mg/L";"0,16";"0.16";"0,16";FALSE;FALSE;FALSE;"Zs 3160";"Al (mg/L)";"<2020";"zomer";0,16;"Pluisven";"Zs"
"1584";24260;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Fe";"ICP_MET_HNO3_1";"mg/L";"Fe";"mg/L";"0,09";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"Fe (mg/L)";"<2020";"zomer";0,05;"Pluisven";"Zs"
"1585";24261;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Mn";"ICP_MET_HNO3_1";"mg/L";"Mn";"mg/L";"0,03";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"Mn (mg/L)";"<2020";"zomer";0,05;"Pluisven";"Zs"
"1586";24262;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"S";"ICP_MET_HNO3_1";"mg/L";"S";"mg/L";"3,82";"3.82";"3,82";FALSE;FALSE;FALSE;"Zs 3160";"S (mg/L)";"<2020";"zomer";3,82;"Pluisven";"Zs"
"1587";24263;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Si";"ICP_MET_HNO3_1";"mg/L";"Si";"mg/L";"1,3";"1.30";"1,3";FALSE;FALSE;FALSE;"Zs 3160";"Si (mg/L)";"<2020";"zomer";1,3;"Pluisven";"Zs"
"1588";24264;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"NPOC";"CN_NPOC_TN_ANAL_W";"mg/L";"NPOC";"mg/L";"2,876666667";"2.88";"2,88";FALSE;FALSE;FALSE;"Zs 3160";"NPOC (mg/L)";"<2020";"zomer";2,88;"Pluisven";"Zs"
"1589";24265;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"T.N";"CN_NPOC_TN_ANAL_W";"mg/L";"TN";"mg/L";"1,49";"1.49";"1,49";FALSE;FALSE;FALSE;"Zs 3160";"TN (mg/L)";"<2020";"zomer";1,49;"Pluisven";"Zs"
"1590";24266;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";"0,051";"0.0510";"0,051";FALSE;FALSE;FALSE;"Zs 3160";"TP (mg/L)";"<2020";"zomer";0,051;"Pluisven";"Zs"
"1591";24267;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";"0,014857143";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_105 (g/L)";"<2020";"zomer";0,0125;"Pluisven";"Zs"
"1592";24268;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";"-0,000857143";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_550 (g/L)";"<2020";"zomer";0,0125;"Pluisven";"Zs"
"1593";24269;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"ABSORBANTIE.1";"KLEUR_SPECTRO";"ABS";"absorptie_440";"ABS";"0,0022";"0.0022";"0,0022";FALSE;FALSE;FALSE;"Zs 3160";"absorptie_440 (ABS)";"<2020";"zomer";0,0022;"Pluisven";"Zs"
"1594";24270;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";"6,216";"6.2";"6,2";FALSE;FALSE;FALSE;"Zs 3160";"chl_a (µg/l)";"<2020";"zomer";6,2;"Pluisven";"Zs"
"1595";24271;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";"40,663";"40.7";"40,7";FALSE;FALSE;FALSE;"Zs 3160";"faeo (µg/l)";"<2020";"zomer";40,7;"Pluisven";"Zs"
"1596";24272;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"EC.MEAS";"QC_GELEIDBAARHEID";"µS/cm";"EGV_labo";"µS/cm";"102,4";"102.40";"102,4";FALSE;FALSE;FALSE;"Zs 3160";"EGV_labo (µS/cm)";"<2020";"zomer";102,4;"Pluisven";"Zs"
"1597";24273;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";"96,58476761";"96.58";"96,58";FALSE;FALSE;FALSE;"Zs 3160";"EGV_calc (µS/cm)";"<2020";"zomer";96,58;"Pluisven";"Zs"
"1598";24274;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";"5,82";"5.82";"5,82";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_abs (µS/cm)";"<2020";"zomer";5,82;"Pluisven";"Zs"
"1599";24275;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";"5,68359375";"5.68";"5,68";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_proc (%)";"<2020";"zomer";5,68;"Pluisven";"Zs"
"1600";24276;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"T.KATION";"QC_IONENBALANS";"meq/L";"T_kation";"meq/L";"0,66239535";"0.6624";"0,6624";FALSE;FALSE;FALSE;"Zs 3160";"T_kation (meq/L)";"<2020";"zomer";0,6624;"Pluisven";"Zs"
"1601";24277;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"T.ANION";"QC_IONENBALANS";"meq/L";"T_anion";"meq/L";"0,674309741";"0.6743";"0,6743";FALSE;FALSE;FALSE;"Zs 3160";"T_anion (meq/L)";"<2020";"zomer";0,6743;"Pluisven";"Zs"
"1602";24278;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"VERSCHIL.IC.ABS";"QC_IONENBALANS";"meq/L";"verschil_IC_abs";"meq/L";"0,01190465";"0.012";"0,012";FALSE;FALSE;FALSE;"Zs 3160";"verschil_IC_abs (meq/L)";"<2020";"zomer";0,012;"Pluisven";"Zs"
"1603";24279;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"VERSCHIL.IC.PROC";"QC_IONENBALANS";"%";"verschil_IC_proc";"%";"0,890596608";"0.9";"0,9";FALSE;FALSE;FALSE;"Zs 3160";"verschil_IC_proc (%)";"<2020";"zomer";0,9;"Pluisven";"Zs"
"1604";24280;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"TEMP.VELD";"VELDMETING_W";"°C";"T_veld";"°C";"17,9";"17.9";"17,9";FALSE;FALSE;FALSE;"Zs 3160";"T_veld (°C)";"<2020";"zomer";17,9;"Pluisven";"Zs"
"1605";24281;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"pH.VELD";"VELDMETING_W";"-";"pH_veld";"-";"2,746";"2.746";"2,746";FALSE;FALSE;FALSE;"Zs 3160";"pH_veld (-)";"<2020";"zomer";2,746;"Pluisven";"Zs"
"1606";24282;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"EC25.VELD";"VELDMETING_W";"µS/cm";"EGV25_veld";"µS/cm";"100,7";"100.7";"100,7";FALSE;FALSE;FALSE;"Zs 3160";"EGV25_veld (µS/cm)";"<2020";"zomer";100,7;"Pluisven";"Zs"
"1607";24283;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"SAL.VELD";"VELDMETING_W";"g/kg";"sal_veld";"g/kg";"0";"0";"0";FALSE;FALSE;FALSE;"Zs 3160";"sal_veld (g/kg)";"<2020";"zomer";0;"Pluisven";"Zs"
"1608";24284;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"O2.VELD";"VELDMETING_W";"mg/L";"O2_veld";"mg/L";"9,83";"9.83";"9,83";FALSE;FALSE;FALSE;"Zs 3160";"O2_veld (mg/L)";"<2020";"zomer";9,83;"Pluisven";"Zs"
"1609";24285;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"15-003462";"AN_KAL_002";"Kevin Scheers";NA;2015-07-27;"SAT.VELD";"VELDMETING_W";"%";"O2verz";"%";"104,8";"104.8";"104,8";FALSE;FALSE;FALSE;"Zs 3160";"O2verz (%)";"<2020";"zomer";104,8;"Pluisven";"Zs"
"1610";24286;"AN_KAL_003";"ANTKAL0004";NA;1;"habitat/PB";"3160";"3160";"154357,8594";"233252,0469";"15-003463";"AN_KAL_003";"Kevin Scheers";NA;2015-07-27;"HCO3";"ALK_TEP_W";"mg/L";"HCO3_TEP";"mg/L";"0";"<1.22";"1,22";TRUE;FALSE;FALSE;"Zs 3160";"HCO3_TEP (mg/L)";"<2020";"zomer";0,61;"Drielingvennen";"Zs"
"1611";24287;"AN_KAL_003";"ANTKAL0004";NA;1;"habitat/PB";"3160";"3160";"154357,8594";"233252,0469";"15-003463";"AN_KAL_003";"Kevin Scheers";NA;2015-07-27;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";"4,11";"4.11";"4,11";FALSE;FALSE;FALSE;"Zs 3160";"pH_labo (-)";"<2020";"zomer";4,11;"Drielingvennen";"Zs"
"1612";24288;"AN_KAL_003";"ANTKAL0004";NA;1;"habitat/PB";"3160";"3160";"154357,8594";"233252,0469";"15-003463";"AN_KAL_003";"Kevin Scheers";NA;2015-07-27;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";"94,5";"94.50";"94,5";FALSE;FALSE;FALSE;"Zs 3160";"EGV_tit (µS/cm)";"<2020";"zomer";94,5;"Drielingvennen";"Zs"
"1613";24289;"AN_KAL_003";"ANTKAL0004";NA;1;"habitat/PB";"3160";"3160";"154357,8594";"233252,0469";"15-003463";"AN_KAL_003";"Kevin Scheers";NA;2015-07-27;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";"10,77";"10.77";"10,77";FALSE;FALSE;FALSE;"Zs 3160";"Cl (mg/L)";"<2020";"zomer";10,77;"Drielingvennen";"Zs"
"1614";24290;"AN_KAL_003";"ANTKAL0004";NA;1;"habitat/PB";"3160";"3160";"154357,8594";"233252,0469";"15-003463";"AN_KAL_003";"Kevin Scheers";NA;2015-07-27;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";"0";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"NO2 (mg/L)";"<2020";"zomer";0,05;"Drielingvennen";"Zs"
"1615";24291;"AN_KAL_003";"ANTKAL0004";NA;1;"habitat/PB";"3160";"3160";"154357,8594";"233252,0469";"15-003463";"AN_KAL_003";"Kevin Scheers";NA;2015-07-27;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";"3,52";"3.52";"3,52";FALSE;FALSE;FALSE;"Zs 3160";"NO3 (mg/L)";"<2020";"zomer";3,52;"Drielingvennen";"Zs"
"1616";24292;"AN_KAL_003";"ANTKAL0004";NA;1;"habitat/PB";"3160";"3160";"154357,8594";"233252,0469";"15-003463";"AN_KAL_003";"Kevin Scheers";NA;2015-07-27;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";"7,7";"7.70";"7,7";FALSE;FALSE;FALSE;"Zs 3160";"SO4 (mg/L)";"<2020";"zomer";7,7;"Drielingvennen";"Zs"
